event_id,timestamp,user_id,source_asset,target_asset,resource_path,resource_group,action,status,bytes_transferred,sensitivity
X00322,2026-09-09 06:21:53,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-6188.json,FINANCE,READ,SUCCESS,7240,Confidential
X00323,2026-09-09 06:22:29,ntinda,WKST-MKT-010,DB-CRM-01,/crm/cases/open/record-1106.json,CRM_BASIC,READ,SUCCESS,11256,Internal
X00324,2026-09-09 06:27:49,murorua,WKST-RSK-006,FS-FIN-01,/audit/security/record-4629.json,AUDIT,READ,SUCCESS,17066,Restricted
X00325,2026-09-09 06:30:10,nduminga,WKST-SWK-002,FS-KYC-01,/customer/contacts/recent/record-4740.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,14217,Confidential
X00326,2026-09-09 06:38:55,haufiku,WKST-SOC-003,FS-KYC-01,/customer/exports/regulatory/record-5706.json,CUSTOMER_EXPORT,READ,SUCCESS,10049,Restricted
X00327,2026-09-09 06:39:46,nduminga,WKST-SWK-002,FS-KYC-01,/customer/kyc/high-risk/record-5524.json,CUSTOMER_EXPORT,DOWNLOAD,SUCCESS,27877,Restricted
X00328,2026-09-09 06:56:27,ntinda,WKST-MKT-010,DB-CRM-01,/crm/customer/profile/record-4612.json,CRM_BASIC,READ,SUCCESS,6747,Internal
X00329,2026-09-09 06:58:30,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-2743.json,CRM_BASIC,READ,SUCCESS,8072,Internal
X00330,2026-09-09 07:33:34,nduminga,WKST-SWK-002,DB-CRM-01,/crm/interactions/today/record-2149.json,CRM_BASIC,UPDATE,SUCCESS,1039,Internal
X00331,2026-09-09 07:49:03,tjirera,WKST-AUD-004,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-2425.json,CUSTOMER_EXPORT,UPDATE,SUCCESS,3742,Restricted
X00332,2026-09-09 08:00:22,mhaingura,WKST-CS-017,DB-CRM-01,/crm/interactions/today/record-2669.json,CRM_BASIC,READ,SUCCESS,1301,Internal
X00333,2026-09-09 08:00:50,haufiku,WKST-SOC-003,FS-KYC-01,/customer/exports/regulatory/record-3849.json,CUSTOMER_EXPORT,READ,SUCCESS,7748,Restricted
X00334,2026-09-09 08:02:37,mukwambi,WKST-HR-014,FS-HR-01,/hr/leave/record-4422.json,HR,READ,SUCCESS,20391,Confidential
X00335,2026-09-09 08:10:25,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-1393.json,FINANCE,READ,SUCCESS,4139,Confidential
X00336,2026-09-09 08:14:38,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-8668.json,CRM_BASIC,UPDATE,SUCCESS,1475,Internal
X00337,2026-09-09 08:22:55,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-3495.json,CRM_BASIC,LIST,SUCCESS,4901,Internal
X00338,2026-09-09 08:29:55,ndjaba,WKST-OND-004,FS-KYC-01,/customer/records/individual/record-6499.json,CUSTOMER_BASIC,READ,SUCCESS,1976,Confidential
X00339,2026-09-09 08:30:05,ntinda,WKST-MKT-010,DB-CRM-01,/crm/customer/profile/record-2789.json,CRM_BASIC,READ,SUCCESS,12056,Internal
X00340,2026-09-09 08:31:04,tkamati,WKST-CS-011,DB-CRM-01,/crm/interactions/today/record-8449.json,CRM_BASIC,READ,SUCCESS,2258,Internal
X00341,2026-09-09 08:47:02,mukwambi,WKST-HR-014,FS-FIN-01,/payroll/monthly/2026-08/record-8642.json,PAYROLL_READ,READ,DENIED,5631,Confidential
X00342,2026-09-09 08:47:34,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-7979.json,AUDIT,LIST,DENIED,4168,Restricted
X00343,2026-09-09 08:52:47,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-6898.json,CUSTOMER_BASIC,UPDATE,SUCCESS,3943,Confidential
X00344,2026-09-09 08:52:47,amupanda,WKST-CMP-003,FS-KYC-01,/customer/exports/regulatory/record-5098.json,CUSTOMER_EXPORT,READ,SUCCESS,5002,Restricted
X00345,2026-09-09 08:53:55,kndjavera,WKST-CMP-009,FS-KYC-01,/customer/kyc/high-risk/record-9133.json,CUSTOMER_EXPORT,LIST,SUCCESS,766,Restricted
X00346,2026-09-09 08:58:34,haufiku,WKST-SOC-003,FS-KYC-01,/customer/exports/regulatory/record-9934.json,CUSTOMER_EXPORT,READ,SUCCESS,42594,Restricted
X00347,2026-09-09 08:59:10,haufiku,WKST-SOC-003,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-6414.json,CUSTOMER_EXPORT,READ,SUCCESS,6276,Restricted
X00348,2026-09-09 08:59:45,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/directory/record-4139.json,IT_ADMIN,READ,SUCCESS,12532,Restricted
X00349,2026-09-09 09:03:03,mhaingura,WKST-CS-017,DB-CRM-01,/crm/customer/profile/record-5157.json,CRM_BASIC,DOWNLOAD,SUCCESS,12708,Internal
X00350,2026-09-09 09:09:38,amupanda,WKST-CMP-003,FS-HR-01,/hr/terminations/record-8610.json,HR_CONFIDENTIAL,DOWNLOAD,SUCCESS,70886,Restricted
X00351,2026-09-09 09:32:33,pnakale,WKST-HR-002,FS-FIN-01,/payroll/monthly/2026-08/record-2282.json,PAYROLL_READ,READ,SUCCESS,8153,Confidential
X00352,2026-09-09 09:37:42,mukwambi,WKST-HR-014,FS-FIN-01,/payroll/allowances/record-5593.json,PAYROLL_READ,READ,SUCCESS,827,Confidential
X00353,2026-09-09 09:43:29,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-4111.json,CUSTOMER_BASIC,READ,SUCCESS,5822,Confidential
X00354,2026-09-09 09:47:03,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-3093.json,IT_ADMIN,READ,SUCCESS,23770,Restricted
X00355,2026-09-09 09:53:44,ntinda,WKST-MKT-010,DB-CRM-01,/crm/cases/open/record-9205.json,CRM_BASIC,READ,SUCCESS,1581,Internal
X00356,2026-09-09 09:58:11,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-4500.json,AUDIT,READ,SUCCESS,6839,Restricted
X00357,2026-09-09 10:02:44,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-1250.json,CUSTOMER_BASIC,READ,SUCCESS,6116,Confidential
X00358,2026-09-09 10:05:49,amupanda,WKST-CMP-003,FS-FIN-01,/audit/access-reviews/record-3322.json,AUDIT,DOWNLOAD,SUCCESS,27569,Restricted
X00359,2026-09-09 10:11:54,tjirera,WKST-AUD-004,FS-FIN-01,/audit/access-reviews/record-7794.json,AUDIT,UPDATE,SUCCESS,666,Restricted
X00360,2026-09-09 10:20:26,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-6455.json,FINANCE,READ,SUCCESS,8746,Confidential
X00361,2026-09-09 10:20:51,mhaingura,WKST-CS-017,FS-KYC-01,/customer/contacts/recent/record-7528.json,CUSTOMER_BASIC,UPDATE,SUCCESS,1714,Confidential
X00362,2026-09-09 10:21:31,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-9844.json,IT_ADMIN,UPDATE,SUCCESS,1659,Restricted
X00363,2026-09-09 10:30:18,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-4034.json,FINANCE,READ,SUCCESS,58828,Confidential
X00364,2026-09-09 10:34:30,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/server-config/record-8238.json,IT_ADMIN,READ,SUCCESS,3251,Restricted
X00365,2026-09-09 10:34:48,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/cases/open/record-8481.json,CRM_BASIC,LIST,SUCCESS,4222,Internal
X00366,2026-09-09 10:34:51,amupanda,WKST-CMP-003,FS-HR-01,/hr/disciplinary/record-1344.json,HR_CONFIDENTIAL,READ,SUCCESS,1823,Restricted
X00367,2026-09-09 10:45:55,amupanda,WKST-CMP-003,FS-FIN-01,/audit/access-reviews/record-6866.json,AUDIT,LIST,SUCCESS,4134,Restricted
X00368,2026-09-09 10:46:01,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/interactions/today/record-8355.json,CRM_BASIC,UPDATE,SUCCESS,2888,Internal
X00369,2026-09-09 11:03:31,haufiku,WKST-SOC-003,FS-KYC-01,/customer/exports/regulatory/record-4473.json,CUSTOMER_EXPORT,READ,SUCCESS,26703,Restricted
X00370,2026-09-09 11:11:15,pnakale,WKST-HR-002,FS-HR-01,/hr/disciplinary/record-8776.json,HR_CONFIDENTIAL,READ,SUCCESS,11716,Restricted
X00371,2026-09-09 11:36:21,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-7165.json,FINANCE,READ,SUCCESS,12050,Confidential
X00372,2026-09-09 11:46:08,tkamati,WKST-CS-011,DB-CRM-01,/crm/interactions/today/record-8689.json,CRM_BASIC,LIST,SUCCESS,4186,Internal
X00373,2026-09-09 11:49:10,nnakale,WKST-CS-006,DB-CRM-01,/crm/customer/profile/record-4709.json,CRM_BASIC,READ,SUCCESS,41441,Internal
X00374,2026-09-09 11:57:03,pnakale,WKST-HR-002,FS-HR-01,/hr/recruitment/record-1833.json,HR,READ,SUCCESS,9553,Confidential
X00375,2026-09-09 11:59:21,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-1549.json,AUDIT,READ,SUCCESS,54072,Restricted
X00376,2026-09-09 12:12:32,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/customer/profile/record-1510.json,CRM_BASIC,READ,SUCCESS,12924,Internal
X00377,2026-09-09 12:14:57,ndjaba,WKST-OND-004,DB-CRM-01,/crm/cases/open/record-4505.json,CRM_BASIC,UPDATE,SUCCESS,4029,Internal
X00378,2026-09-09 12:16:59,kndjavera,WKST-CMP-009,FS-FIN-01,/audit/access-reviews/record-1450.json,AUDIT,LIST,SUCCESS,1749,Restricted
X00379,2026-09-09 12:42:52,nduminga,WKST-SWK-002,FS-KYC-01,/customer/records/individual/record-4339.json,CUSTOMER_BASIC,READ,DENIED,9931,Confidential
X00380,2026-09-09 12:44:48,amupanda,WKST-CMP-003,FS-FIN-01,/audit/security/record-1928.json,AUDIT,READ,SUCCESS,6408,Restricted
X00381,2026-09-09 12:50:38,tjirera,WKST-AUD-004,FS-FIN-01,/finance/general-ledger/record-8575.json,FINANCE,READ,SUCCESS,22369,Confidential
X00382,2026-09-09 13:01:23,haufiku,WKST-SOC-003,FS-FIN-01,/audit/security/record-4808.json,AUDIT,READ,SUCCESS,2554,Restricted
X00383,2026-09-09 13:13:39,tshivute,WKST-FIN-004,FS-FIN-01,/finance/budgets/2026/record-6431.json,FINANCE,UPDATE,SUCCESS,4640,Confidential
X00384,2026-09-09 13:16:11,tjirera,WKST-AUD-004,FS-FIN-01,/audit/access-reviews/record-7296.json,AUDIT,LIST,SUCCESS,4486,Restricted
X00385,2026-09-09 13:19:05,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/directory/record-4621.json,IT_ADMIN,READ,SUCCESS,1209,Restricted
X00386,2026-09-09 13:19:50,nduminga,WKST-SWK-002,FS-KYC-01,/customer/contacts/recent/record-9048.json,CUSTOMER_BASIC,READ,SUCCESS,1930,Confidential
X00387,2026-09-09 13:27:57,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-8887.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,24986,Confidential
X00388,2026-09-09 13:28:59,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/customer/profile/record-5734.json,CRM_BASIC,UPDATE,DENIED,708,Internal
X00389,2026-09-09 13:44:22,nnakale,WKST-CS-006,FS-KYC-01,/customer/records/individual/record-7434.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,11490,Confidential
X00390,2026-09-09 13:59:09,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/interactions/today/record-7814.json,CRM_BASIC,UPDATE,SUCCESS,1590,Internal
X00391,2026-09-09 14:03:20,nduminga,WKST-SWK-002,FS-KYC-01,/customer/records/individual/record-6200.json,CUSTOMER_BASIC,READ,SUCCESS,47832,Confidential
X00392,2026-09-09 14:04:05,haufiku,WKST-SOC-003,FS-KYC-01,/customer/exports/regulatory/record-6140.json,CUSTOMER_EXPORT,READ,SUCCESS,9311,Restricted
X00393,2026-09-09 14:06:16,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-8238.json,AUDIT,READ,SUCCESS,7050,Restricted
X00394,2026-09-09 14:06:23,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-7891.json,CRM_BASIC,READ,SUCCESS,19568,Internal
X00395,2026-09-09 14:13:31,tkamati,WKST-CS-011,DB-CRM-01,/crm/cases/open/record-4706.json,CRM_BASIC,READ,SUCCESS,55254,Internal
X00396,2026-09-09 14:13:34,murorua,WKST-RSK-006,FS-FIN-01,/audit/security/record-8007.json,AUDIT,READ,SUCCESS,14200,Restricted
X00397,2026-09-09 14:22:29,pnakale,WKST-HR-002,FS-FIN-01,/payroll/allowances/record-8418.json,PAYROLL_READ,READ,SUCCESS,8449,Confidential
X00398,2026-09-09 14:34:31,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-9922.json,CRM_BASIC,DOWNLOAD,SUCCESS,6816,Internal
X00399,2026-09-09 14:39:16,tkamati,WKST-CS-011,FS-KYC-01,/customer/records/individual/record-1386.json,CUSTOMER_BASIC,READ,SUCCESS,23057,Confidential
X00400,2026-09-09 14:45:03,ndjaba,WKST-OND-004,FS-KYC-01,/customer/contacts/recent/record-7382.json,CUSTOMER_BASIC,READ,SUCCESS,16971,Confidential
X00401,2026-09-09 14:51:06,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-5541.json,CUSTOMER_BASIC,LIST,SUCCESS,3279,Confidential
X00402,2026-09-09 14:54:23,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-2528.json,FINANCE,LIST,SUCCESS,3948,Confidential
X00403,2026-09-09 15:01:05,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-2390.json,CUSTOMER_BASIC,LIST,SUCCESS,3099,Confidential
X00404,2026-09-09 15:07:03,tjirera,WKST-AUD-004,FS-KYC-01,/customer/kyc/high-risk/record-9831.json,CUSTOMER_EXPORT,READ,SUCCESS,24752,Restricted
X00405,2026-09-09 15:17:02,tkamati,WKST-CS-011,FS-KYC-01,/customer/contacts/recent/record-6743.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,17022,Confidential
X00406,2026-09-09 15:21:54,ndjaba,WKST-OND-004,DB-CRM-01,/crm/interactions/today/record-5359.json,CRM_BASIC,LIST,SUCCESS,1068,Internal
X00407,2026-09-09 15:32:25,amupanda,WKST-CMP-003,FS-KYC-01,/customer/exports/regulatory/record-9339.json,CUSTOMER_EXPORT,READ,SUCCESS,3198,Restricted
X00408,2026-09-09 15:38:22,sihuhua,WKST-SWK-008,FS-KYC-01,/customer/records/individual/record-9025.json,CUSTOMER_BASIC,UPDATE,SUCCESS,3479,Confidential
X00409,2026-09-09 15:38:49,pnakale,WKST-HR-002,FS-FIN-01,/payroll/monthly/2026-08/record-3287.json,PAYROLL_READ,READ,SUCCESS,3694,Confidential
X00410,2026-09-09 15:42:09,nnakale,WKST-CS-006,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-9729.json,CUSTOMER_EXPORT,UPDATE,SUCCESS,1418,Restricted
X00411,2026-09-09 15:51:48,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-3741.json,CUSTOMER_BASIC,READ,SUCCESS,8129,Confidential
X00412,2026-09-09 15:56:26,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-5521.json,FINANCE,READ,SUCCESS,38437,Confidential
X00413,2026-09-09 16:01:39,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-7743.json,FINANCE,READ,SUCCESS,3097,Confidential
X00414,2026-09-09 16:15:44,mhaingura,WKST-CS-017,FS-KYC-01,/customer/records/individual/record-5351.json,CUSTOMER_BASIC,UPDATE,SUCCESS,3528,Confidential
X00415,2026-09-09 16:36:41,pnakale,WKST-HR-002,FS-HR-01,/hr/recruitment/record-9587.json,HR,READ,SUCCESS,4159,Confidential
X00416,2026-09-09 16:47:58,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-1899.json,FINANCE,READ,SUCCESS,67243,Confidential
X00417,2026-09-09 16:55:28,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/security/record-3898.json,AUDIT,READ,SUCCESS,1551,Restricted
X00418,2026-09-09 16:56:24,nnakale,WKST-CS-006,FS-KYC-01,/customer/records/individual/record-3451.json,CUSTOMER_BASIC,UPDATE,DENIED,4806,Confidential
X00419,2026-09-09 17:04:30,tjirera,WKST-AUD-004,FS-FIN-01,/audit/access-reviews/record-1535.json,AUDIT,LIST,SUCCESS,237,Restricted
X00420,2026-09-09 17:14:20,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/access-reviews/record-2911.json,AUDIT,READ,SUCCESS,45711,Restricted
X00421,2026-09-09 17:22:26,mukwambi,WKST-HR-014,FS-FIN-01,/payroll/allowances/record-8255.json,PAYROLL_READ,READ,SUCCESS,4084,Confidential
X00422,2026-09-09 17:28:38,sihuhua,WKST-SWK-008,DB-CRM-01,/crm/customer/profile/record-3809.json,CRM_BASIC,LIST,SUCCESS,2587,Internal
X00423,2026-09-09 17:29:14,nnakale,WKST-CS-006,DB-CRM-01,/crm/cases/open/record-3201.json,CRM_BASIC,READ,SUCCESS,55050,Internal
X00424,2026-09-09 17:30:20,tshivute,WKST-FIN-004,FS-FIN-01,/finance/general-ledger/record-3735.json,FINANCE,READ,SUCCESS,10980,Confidential
X00425,2026-09-09 17:32:52,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-8488.json,FINANCE,READ,SUCCESS,29013,Confidential
X00426,2026-09-09 17:46:20,tkamati,WKST-CS-011,DB-CRM-01,/crm/interactions/today/record-6986.json,CRM_BASIC,READ,SUCCESS,3314,Internal
X00427,2026-09-09 17:48:32,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-6177.json,CRM_BASIC,UPDATE,SUCCESS,822,Internal
X00428,2026-09-09 17:50:20,mhaingura,WKST-CS-017,FS-KYC-01,/customer/contacts/recent/record-8593.json,CUSTOMER_BASIC,READ,SUCCESS,7468,Confidential
X00429,2026-09-09 18:13:10,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-5950.json,AUDIT,READ,SUCCESS,8729,Restricted
X00430,2026-09-09 18:22:11,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-2600.json,CRM_BASIC,READ,SUCCESS,5070,Internal
X00431,2026-09-09 18:23:50,shapaka,WKST-EXE-002,DB-CRM-01,/crm/cases/open/record-7667.json,CRM_BASIC,DOWNLOAD,SUCCESS,6021,Internal
X00432,2026-09-09 18:32:37,tjirera,WKST-AUD-004,FS-HR-01,/hr/recruitment/record-6313.json,HR,READ,SUCCESS,11209,Confidential
X00433,2026-09-09 18:35:18,ndjaba,WKST-OND-004,DB-CRM-01,/crm/interactions/today/record-8247.json,CRM_BASIC,READ,SUCCESS,7280,Internal
X00434,2026-09-09 18:42:17,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/customer/profile/record-4354.json,CRM_BASIC,READ,SUCCESS,6091,Internal
X00435,2026-09-09 18:52:23,tjirera,WKST-AUD-004,FS-FIN-01,/finance/general-ledger/record-8010.json,FINANCE,LIST,SUCCESS,3944,Confidential
X00436,2026-09-09 19:00:52,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/monthly/2026-08/record-5540.json,PAYROLL_READ,UPDATE,SUCCESS,988,Confidential
X00437,2026-09-09 19:00:57,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-1633.json,IT_ADMIN,READ,SUCCESS,10455,Restricted
X00438,2026-09-09 19:01:29,tjirera,WKST-AUD-004,FS-FIN-01,/finance/general-ledger/record-1773.json,FINANCE,LIST,SUCCESS,4995,Confidential
X00439,2026-09-09 19:06:13,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-4245.json,CRM_BASIC,READ,SUCCESS,5902,Internal
X00440,2026-09-09 19:07:29,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-3940.json,CUSTOMER_BASIC,UPDATE,SUCCESS,3809,Confidential
X00441,2026-09-09 19:08:32,tjirera,WKST-AUD-004,FS-FIN-01,/audit/security/record-9295.json,AUDIT,READ,SUCCESS,12479,Restricted
X00442,2026-09-09 19:22:58,mhaingura,WKST-CS-017,DB-CRM-01,/crm/customer/profile/record-7532.json,CRM_BASIC,READ,SUCCESS,1732,Internal
X00443,2026-09-09 19:23:12,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-3382.json,AUDIT,LIST,SUCCESS,3939,Restricted
X00444,2026-09-09 19:28:20,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-8723.json,CUSTOMER_BASIC,READ,SUCCESS,25561,Confidential
X00445,2026-09-09 19:32:38,sihuhua,WKST-SWK-008,DB-CRM-01,/crm/cases/open/record-9538.json,CRM_BASIC,READ,SUCCESS,14872,Internal
X00446,2026-09-09 19:33:20,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/allowances/record-5837.json,PAYROLL_READ,READ,SUCCESS,36112,Confidential
X00447,2026-09-09 19:33:35,sihuhua,WKST-SWK-008,DB-CRM-01,/crm/interactions/today/record-9073.json,CRM_BASIC,READ,SUCCESS,2449,Internal
X00448,2026-09-09 19:36:51,ndjaba,WKST-OND-004,DB-CRM-01,/crm/customer/profile/record-2485.json,CRM_BASIC,LIST,SUCCESS,4531,Internal
X00449,2026-09-09 19:41:24,pnakale,WKST-HR-002,FS-FIN-01,/payroll/monthly/2026-08/record-7722.json,PAYROLL_READ,READ,SUCCESS,24910,Confidential
X00450,2026-09-09 19:46:37,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-3452.json,FINANCE,READ,SUCCESS,2789,Confidential
X00451,2026-09-09 19:49:17,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/interactions/today/record-7204.json,CRM_BASIC,READ,SUCCESS,8494,Internal
X00452,2026-09-09 19:51:12,ndjaba,WKST-OND-004,DB-CRM-01,/crm/interactions/today/record-3025.json,CRM_BASIC,READ,SUCCESS,25548,Internal
X00453,2026-09-09 19:52:20,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-6297.json,CUSTOMER_BASIC,READ,SUCCESS,39589,Confidential
X00454,2026-09-09 19:57:03,sihuhua,WKST-SWK-008,FS-KYC-01,/customer/contacts/recent/record-3942.json,CUSTOMER_BASIC,READ,SUCCESS,3841,Confidential
X00455,2026-09-09 19:59:29,shapaka,WKST-EXE-002,DB-CRM-01,/crm/interactions/today/record-5554.json,CRM_BASIC,READ,SUCCESS,4668,Internal
X00456,2026-09-10 06:05:31,mhaingura,WKST-CS-017,DB-CRM-01,/crm/cases/open/record-7414.json,CRM_BASIC,READ,SUCCESS,15874,Internal
X00457,2026-09-10 06:13:43,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-1929.json,CUSTOMER_BASIC,READ,SUCCESS,4342,Confidential
X00458,2026-09-10 06:25:48,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-8410.json,CUSTOMER_BASIC,READ,SUCCESS,3570,Confidential
X00459,2026-09-10 06:48:42,haufiku,WKST-SOC-003,FS-FIN-01,/audit/access-reviews/record-7087.json,AUDIT,UPDATE,SUCCESS,2375,Restricted
X00460,2026-09-10 06:49:01,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/cases/open/record-5122.json,CRM_BASIC,READ,SUCCESS,12830,Internal
X00461,2026-09-10 07:04:30,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/directory/record-5340.json,IT_ADMIN,READ,SUCCESS,5950,Restricted
X00462,2026-09-10 07:13:59,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-1221.json,FINANCE,UPDATE,SUCCESS,2826,Confidential
X00463,2026-09-10 07:21:24,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/allowances/record-1038.json,PAYROLL_READ,READ,SUCCESS,23061,Confidential
X00464,2026-09-10 07:38:23,nduminga,WKST-SWK-002,FS-KYC-01,/customer/exports/regulatory/record-4965.json,CUSTOMER_EXPORT,LIST,SUCCESS,4306,Restricted
X00465,2026-09-10 07:40:39,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/server-config/record-8694.json,IT_ADMIN,LIST,SUCCESS,3728,Restricted
X00466,2026-09-10 07:43:02,nduminga,WKST-SWK-002,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-6835.json,CUSTOMER_EXPORT,LIST,SUCCESS,3410,Restricted
X00467,2026-09-10 07:46:18,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/server-config/record-1505.json,IT_ADMIN,READ,SUCCESS,7452,Restricted
X00468,2026-09-10 07:48:14,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-2778.json,FINANCE,UPDATE,SUCCESS,431,Confidential
X00469,2026-09-10 07:56:04,nduminga,WKST-SWK-002,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-6481.json,CUSTOMER_EXPORT,READ,SUCCESS,8906,Restricted
X00470,2026-09-10 08:00:41,nduminga,WKST-SWK-002,FS-KYC-01,/customer/records/individual/record-5496.json,CUSTOMER_BASIC,READ,SUCCESS,6064,Confidential
X00471,2026-09-10 08:13:26,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-1935.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,17313,Confidential
X00472,2026-09-10 08:24:43,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-5541.json,CUSTOMER_BASIC,LIST,SUCCESS,641,Confidential
X00473,2026-09-10 08:34:45,nnakale,WKST-CS-006,DB-CRM-01,/crm/cases/open/record-6655.json,CRM_BASIC,DOWNLOAD,SUCCESS,5063,Internal
X00474,2026-09-10 08:38:55,mukwambi,WKST-HR-014,FS-HR-01,/hr/leave/record-5925.json,HR,READ,SUCCESS,1866,Confidential
X00475,2026-09-10 08:42:05,nnakale,WKST-CS-006,DB-CRM-01,/crm/cases/open/record-3968.json,CRM_BASIC,LIST,SUCCESS,697,Internal
X00476,2026-09-10 08:49:00,ndjaba,WKST-OND-004,FS-KYC-01,/customer/contacts/recent/record-1842.json,CUSTOMER_BASIC,LIST,SUCCESS,4324,Confidential
X00477,2026-09-10 08:49:59,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-3403.json,AUDIT,LIST,SUCCESS,2500,Restricted
X00478,2026-09-10 08:52:39,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/access-reviews/record-5281.json,AUDIT,LIST,SUCCESS,4018,Restricted
X00479,2026-09-10 09:15:56,tkamati,WKST-CS-011,DB-CRM-01,/crm/customer/profile/record-7889.json,CRM_BASIC,READ,SUCCESS,3367,Internal
X00480,2026-09-10 09:24:24,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/cases/open/record-2846.json,CRM_BASIC,UPDATE,SUCCESS,4137,Internal
X00481,2026-09-10 09:31:33,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/customer/profile/record-6456.json,CRM_BASIC,UPDATE,SUCCESS,2533,Internal
X00482,2026-09-10 09:34:58,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/customer/profile/record-5115.json,CRM_BASIC,READ,SUCCESS,28316,Internal
